Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_USD,Required_Education,Experience_Required_Years,Remote_Work_Ratio_%,Automation_Risk_%,Location,Gender_Diversity_%,Job_Growth_Rate_%
research scientist (physical sciences),finance,decreasing,high,133930.69,bachelor's degree,16.0,6.5,36.99,china,61.52,156.65163472378805
"research officer, trade union",retail,increasing,high,98871.15,phd,17.0,46.35,91.03,uk,44.51,-61.14836546521375
"conservator, museum/gallery",transportation,increasing,low,134261.62,high school,11.0,62.85,86.58,usa,42.51,-81.5974547890154
planning and development surveyor,retail,increasing,moderate,134177.14,bachelor's degree,1.0,9.54,25.52,usa,59.33,-52.84800487359122
advertising account executive,transportation,decreasing,high,52822.46,bachelor's degree,14.0,47.45,16.46,canada,21.49,50.31352642579875
radio broadcast assistant,it,decreasing,moderate,147275.32,phd,8.0,4.83,16.7,uk,54.6,-34.160037435657465
trade union research officer,finance,decreasing,low,87158.82,phd,14.0,52.79,2.3,china,50.6,-88.12993321190042
early years teacher,healthcare,decreasing,low,99721.0,master's degree,15.0,42.42,41.15,china,58.2,-10.124548011249498
"conservator, furniture",it,decreasing,high,97607.06,phd,2.0,86.18,2.6,india,69.67,3527.536231884058
"therapist, horticultural",transportation,increasing,high,132692.83,bachelor's degree,17.0,78.44,36.11,china,57.83,-82.94786358290867
historic buildings inspector/conservation officer,entertainment,decreasing,low,47471.11,bachelor's degree,10.0,37.03,60.28,uk,29.65,16.613007083065035
clothing/textile technologist,it,increasing,high,119282.01,associate degree,2.0,63.83,68.29,australia,75.15,304.16666666666663
quantity surveyor,education,increasing,high,102404.29,associate degree,20.0,61.96,58.77,canada,66.37,-75.66438876233865
pension scheme manager,retail,increasing,high,74716.81,high school,10.0,85.98,84.35,uk,63.0,-55.98207617625094
speech and language therapist,it,decreasing,high,66797.39,phd,10.0,75.6,12.2,india,66.44,88.04428044280442
broadcast journalist,healthcare,decreasing,moderate,111281.35,associate degree,19.0,56.99,84.02,germany,28.68,-94.93243243243244
secretary/administrator,manufacturing,increasing,low,67401.09,master's degree,20.0,84.19,74.89,usa,43.2,51.120119479411144
further education lecturer,education,decreasing,moderate,132891.36,master's degree,17.0,83.21,13.37,australia,44.11,-16.84970191402573
politician's assistant,finance,increasing,high,100148.33,associate degree,9.0,14.97,70.39,usa,52.42,-16.400442827771627
barrister's clerk,retail,decreasing,moderate,52468.86,master's degree,7.0,36.23,5.37,canada,57.92,22.347066167290887
professor emeritus,education,decreasing,low,97488.67,high school,15.0,64.6,50.43,canada,78.54,-57.3044972787167
"geologist, wellsite",manufacturing,increasing,low,78601.84,associate degree,17.0,59.33,61.06,india,60.11,-24.118568816923478
petroleum engineer,transportation,increasing,moderate,146305.57,bachelor's degree,3.0,77.0,9.79,india,65.15,-62.29441348375696
insurance underwriter,retail,decreasing,high,113291.81,master's degree,0.0,75.73,98.81,uk,61.81,-50.09819121447029
product designer,it,increasing,moderate,118381.39,phd,18.0,24.04,4.95,australia,72.78,727.198124267292
maintenance engineer,education,decreasing,low,99340.89,master's degree,7.0,72.92,73.31,china,61.12,452.34521575984996
consulting civil engineer,retail,increasing,moderate,33744.43,phd,0.0,48.52,27.23,brazil,75.32,-57.5591985428051
actuary,manufacturing,decreasing,high,45523.95,high school,11.0,52.44,40.41,australia,60.88,53.8760482716302
it trainer,it,increasing,high,53530.42,associate degree,4.0,99.06,11.64,india,33.45,39.07586993725043
health service manager,it,decreasing,high,142067.75,phd,12.0,0.67,47.54,germany,37.26,18.50778703368345
senior tax professional/tax inspector,retail,increasing,moderate,104659.78,bachelor's degree,15.0,42.9,38.72,brazil,29.02,-19.213696892834495
marine scientist,manufacturing,decreasing,moderate,132506.45,associate degree,2.0,76.39,12.74,china,72.79,-20.335056139725538
civil service administrator,education,increasing,moderate,86877.5,bachelor's degree,11.0,65.62,1.97,germany,29.43,-34.97068259763248
"loss adjuster, chartered",healthcare,decreasing,low,77035.35,phd,17.0,0.89,30.66,india,71.22,197.64705882352942
quantity surveyor,healthcare,decreasing,high,48910.95,master's degree,20.0,66.82,38.95,india,52.27,407.0857751731486
management consultant,entertainment,decreasing,high,121573.35,associate degree,18.0,21.84,61.5,australia,44.88,9.052557567235015
colour technologist,retail,decreasing,moderate,71395.44,phd,9.0,99.57,58.88,usa,23.11,-55.72083545593479
technical sales engineer,it,increasing,high,137793.5,associate degree,0.0,67.03,40.12,brazil,27.87,628.0417149478562
investment analyst,finance,decreasing,moderate,57968.11,bachelor's degree,2.0,81.25,49.62,germany,27.34,299.6355685131195
higher education lecturer,education,increasing,low,88779.52,high school,16.0,26.93,66.08,india,63.2,-76.8350264701674
sports therapist,retail,increasing,low,81000.47,associate degree,5.0,13.18,71.71,uk,48.95,-40.38285039989511
travel agency manager,finance,decreasing,high,136581.19,phd,15.0,79.32,77.25,china,60.56,-3.661352391423859
television production assistant,transportation,increasing,high,125958.59,bachelor's degree,7.0,23.17,4.47,china,28.83,8.61111111111111
emergency planning/management officer,entertainment,increasing,low,87548.49,master's degree,15.0,54.49,85.58,australia,78.97,581.5409309791332
"scientist, biomedical",manufacturing,decreasing,high,71294.67,high school,17.0,65.73,71.5,brazil,53.61,-76.84526039715249
firefighter,retail,increasing,high,106155.27,high school,0.0,71.41,36.76,canada,41.26,-95.48978153629317
financial planner,entertainment,increasing,moderate,92827.03,associate degree,8.0,71.49,57.86,germany,66.55,-82.53343823760818
armed forces logistics/support/administrative officer,manufacturing,decreasing,moderate,71505.62,bachelor's degree,12.0,81.04,88.05,india,71.73,230.74054342035163
public affairs consultant,retail,decreasing,high,148326.08,associate degree,16.0,99.07,29.38,india,70.52,701.6260162601626
event organiser,finance,decreasing,low,90880.6,phd,0.0,36.1,77.09,australia,36.09,-24.357993661894874
estate agent,finance,decreasing,high,42162.02,associate degree,16.0,17.21,31.73,canada,26.53,687.3551106427818
ceramics designer,it,decreasing,low,107584.19,associate degree,5.0,68.9,0.81,brazil,39.27,3284.3137254901962
charity officer,manufacturing,decreasing,low,149962.12,phd,6.0,85.45,23.24,usa,70.75,642.7553444180522
occupational hygienist,entertainment,decreasing,moderate,132173.62,associate degree,5.0,48.13,21.92,uk,47.2,151.47058823529412
radio producer,it,decreasing,high,122417.62,master's degree,16.0,30.3,0.63,germany,59.21,391.75824175824175
"journalist, newspaper",entertainment,decreasing,high,116355.97,phd,17.0,99.76,10.79,uk,48.08,-44.421540839989696
"psychotherapist, dance movement",healthcare,decreasing,moderate,42000.94,phd,5.0,82.81,8.14,brazil,52.18,944.6650124069479
research scientist (physical sciences),finance,increasing,low,56889.27,bachelor's degree,20.0,60.48,42.61,germany,23.08,-49.86935423665547
restaurant manager,it,increasing,low,48997.99,master's degree,14.0,26.24,11.0,canada,70.66,-50.55590256089943
database administrator,retail,decreasing,moderate,32058.23,master's degree,5.0,55.9,20.92,china,21.7,-67.66177739430543
police officer,transportation,increasing,high,52713.28,high school,2.0,93.85,44.22,canada,40.16,161.99943197955128
health and safety inspector,education,decreasing,high,123838.07,high school,13.0,18.44,23.18,usa,37.29,833.993399339934
"buyer, industrial",it,decreasing,moderate,144477.28,master's degree,14.0,26.42,28.76,usa,67.98,9.225900681596883
paramedic,finance,increasing,high,125117.59,phd,20.0,59.18,17.96,australia,42.65,-43.270837200668275
building services engineer,finance,decreasing,low,103903.82,associate degree,2.0,55.59,29.11,canada,53.54,-14.691558441558442
clinical psychologist,entertainment,decreasing,high,92283.11,phd,15.0,77.9,25.52,germany,55.86,110.10294469715107
photographer,education,increasing,high,33214.6,master's degree,17.0,2.44,51.69,uk,39.19,90.28831562974203
"designer, furniture",retail,decreasing,moderate,88757.85,high school,16.0,4.84,98.64,brazil,30.63,-11.367224502683928
chartered certified accountant,retail,decreasing,low,34534.63,phd,9.0,41.86,22.73,usa,76.21,198.45849802371544
pensions consultant,finance,increasing,high,135894.6,phd,17.0,23.32,28.89,canada,23.66,1773.2954545454547
games developer,transportation,decreasing,moderate,102251.69,bachelor's degree,7.0,58.38,87.36,india,78.66,-70.46172539489672
fish farm manager,entertainment,decreasing,low,75954.35,associate degree,11.0,15.24,49.67,australia,47.67,80.05664385178191
"administrator, local government",it,increasing,low,89066.43,master's degree,20.0,81.65,80.78,uk,26.06,360.75635461872287
architect,finance,increasing,moderate,118976.77,bachelor's degree,7.0,14.6,76.17,uk,25.42,-60.82367787082712
"librarian, public",it,increasing,moderate,31057.6,bachelor's degree,6.0,0.06,30.26,germany,70.08,-45.67887573309727
chief technology officer,healthcare,increasing,low,54343.56,bachelor's degree,6.0,55.45,21.53,uk,31.14,-49.275362318840585
"clinical scientist, histocompatibility and immunogenetics",transportation,increasing,high,109643.27,associate degree,11.0,1.39,34.61,india,35.44,9.903606965174129
"surveyor, building control",education,increasing,moderate,108595.34,high school,6.0,24.12,19.52,uk,56.56,-90.45650301464255
midwife,it,decreasing,moderate,66935.78,phd,15.0,38.06,51.08,australia,68.03,5.72559768539668
farm manager,manufacturing,decreasing,low,31426.7,associate degree,3.0,0.89,16.32,china,66.27,-58.06104901117799
special educational needs teacher,entertainment,decreasing,low,84516.36,associate degree,1.0,46.78,48.42,brazil,54.37,-55.220483641536276
dietitian,healthcare,decreasing,low,90297.42,phd,16.0,49.9,28.58,brazil,33.47,-85.03434739941119
retail manager,education,decreasing,high,53287.77,high school,4.0,99.71,37.02,usa,67.94,1086.266094420601
tefl teacher,entertainment,increasing,low,107001.81,phd,3.0,16.25,9.12,china,52.62,225.01147315282242
control and instrumentation engineer,entertainment,decreasing,low,116614.03,associate degree,14.0,0.37,21.71,india,66.0,654.950495049505
furniture conservator/restorer,retail,increasing,high,118172.26,phd,15.0,87.68,87.1,uk,70.89,-44.9585635359116
advertising copywriter,manufacturing,increasing,high,127560.45,associate degree,5.0,58.59,3.9,india,50.22,0.21265284423179162
graphic designer,transportation,decreasing,low,44598.3,phd,19.0,99.72,40.51,uk,51.5,-79.16734961481724
"programmer, applications",transportation,increasing,moderate,62128.06,master's degree,2.0,3.55,76.4,australia,52.21,691.2280701754386
careers information officer,finance,increasing,moderate,50842.14,phd,14.0,81.77,39.66,uk,47.16,-49.84667802385008
"engineer, energy",it,decreasing,high,117967.91,phd,15.0,14.79,97.05,canada,47.54,-13.859020310633213
electronics engineer,it,increasing,low,34090.23,associate degree,9.0,43.1,82.35,brazil,51.61,6.5093464138936765
psychiatrist,finance,increasing,moderate,74674.83,phd,8.0,7.63,82.43,germany,28.98,-80.1476853166714
tour manager,retail,decreasing,moderate,91203.21,high school,17.0,20.85,46.0,china,36.73,2.4031563845050217
financial adviser,manufacturing,increasing,low,143868.04,master's degree,18.0,62.71,66.47,china,62.33,16.98428154124357
passenger transport manager,finance,increasing,high,44985.88,phd,14.0,73.07,31.45,uk,32.13,350.77355836849506
sports administrator,education,decreasing,low,98328.75,master's degree,16.0,56.46,31.87,uk,67.84,-87.30712918121411
primary school teacher,finance,increasing,moderate,135093.4,associate degree,18.0,58.23,61.53,canada,64.69,-80.73641670408621
petroleum engineer,entertainment,increasing,high,68859.94,bachelor's degree,14.0,71.34,7.9,canada,50.21,-31.49151949641546
proofreader,education,decreasing,moderate,115654.32,high school,11.0,88.35,94.3,brazil,71.2,-34.3563661873027
"engineer, manufacturing",it,decreasing,low,90233.58,high school,6.0,29.59,85.14,usa,21.55,76.20933521923621
learning disability nurse,finance,decreasing,high,34125.1,master's degree,14.0,18.51,34.36,canada,57.41,592.953667953668
pathologist,it,increasing,high,79901.18,associate degree,15.0,63.83,47.95,usa,39.38,421.3592233009709
newspaper journalist,entertainment,increasing,moderate,134629.74,master's degree,2.0,36.86,36.27,india,27.53,25.879194630872483
occupational psychologist,transportation,increasing,high,60217.95,high school,18.0,2.94,58.13,india,28.74,-0.10291242152927857
"merchandiser, retail",finance,decreasing,low,85966.57,master's degree,20.0,31.94,56.91,india,26.66,-51.55653745732075
medical technical officer,education,increasing,moderate,120023.33,master's degree,0.0,82.78,81.86,brazil,65.46,-52.775645945254546
"engineer, petroleum",finance,increasing,moderate,73921.06,bachelor's degree,11.0,48.17,14.96,germany,70.05,361.44244105409155
radio broadcast assistant,education,increasing,low,146865.43,master's degree,16.0,70.02,40.94,canada,67.68,-53.721193804306765
"therapist, occupational",healthcare,decreasing,moderate,43055.34,associate degree,0.0,19.25,72.55,india,41.04,-4.346390845070423
agricultural consultant,finance,increasing,high,112726.63,bachelor's degree,14.0,86.34,11.72,canada,61.26,30.193528878137283
"scientist, audiological",education,decreasing,high,54236.22,associate degree,8.0,12.13,23.99,brazil,68.24,96.79976512037581
mental health nurse,manufacturing,decreasing,moderate,99045.68,associate degree,15.0,66.75,68.77,australia,36.83,30.036310820624546
biomedical scientist,finance,decreasing,moderate,146196.23,master's degree,9.0,93.93,73.25,china,57.52,563.1672597864768
artist,entertainment,decreasing,high,76188.95,phd,10.0,0.25,34.66,usa,54.24,-67.3191667538993
research scientist (medical),retail,decreasing,low,75938.82,phd,2.0,9.32,70.14,china,22.23,78.31087742359514
curator,education,decreasing,moderate,86399.14,high school,13.0,14.55,5.69,usa,69.74,-82.30867076531693
"engineer, control and instrumentation",finance,increasing,high,122845.99,phd,9.0,34.68,28.16,india,36.88,1340.5405405405406
ceramics designer,retail,decreasing,moderate,70037.52,associate degree,12.0,94.42,8.64,usa,65.72,-63.18149210903874
insurance risk surveyor,retail,decreasing,moderate,64609.23,master's degree,15.0,0.67,30.27,brazil,45.69,10.965063991698374
sports administrator,healthcare,decreasing,low,91386.39,bachelor's degree,3.0,58.12,52.04,china,37.3,951.9287833827892
oncologist,education,decreasing,moderate,148063.03,associate degree,20.0,65.99,7.45,usa,62.72,16.968827442285118
public affairs consultant,transportation,increasing,moderate,112388.19,bachelor's degree,11.0,89.79,70.28,canada,79.67,-87.5
patent attorney,entertainment,increasing,low,50398.21,master's degree,4.0,45.31,26.19,india,24.53,-8.028616852146264
learning mentor,healthcare,decreasing,high,32243.75,associate degree,8.0,90.65,69.53,germany,46.33,-94.81220170159784
archivist,manufacturing,increasing,low,97801.07,master's degree,9.0,11.99,62.39,india,64.63,55.21327014218009
chiropractor,entertainment,decreasing,high,71286.88,phd,3.0,81.1,63.66,brazil,54.64,317.9974651457541
"education officer, environmental",retail,decreasing,high,88833.86,associate degree,11.0,62.61,91.47,india,72.64,13.163668275559456
education administrator,manufacturing,increasing,low,40478.29,phd,18.0,92.12,10.83,china,55.31,20.928581570353543
sports development officer,education,decreasing,moderate,105519.66,master's degree,17.0,3.78,22.29,canada,22.65,62.486033519553075
